customer_id,age,credit_score,annual_income,debt_to_income,loan_amount,loan_term_months,employment_years,num_credit_accounts,num_late_payments,num_inquiries_6m,utilization_rate,has_mortgage,has_auto_loan,account_age_months,loan_purpose,employment_status,region,loan_to_income,monthly_payment_est,payment_to_income,risk_exposure,payment_history_score,credit_mix_score,inquiry_penalty,stability_score,composite_risk_score,credit_score_band,defaulted
FIN_014733,63,327,29458,0.2597,6163,84,1,1,0,3,0.2477,1,0,158,Business,Employed,Northeast,0.2092,73.37,0.0299,1600.53,1.0,0.1,0.6,0.64,0.6717,Very Poor,0
FIN_014734,42,827,51339,0.4334,9973,24,4,8,0,0,0.5978,1,0,27,Debt Consolidation,Employed,Midwest,0.1943,415.54,0.0971,4322.3,1.0,0.8,0.0,0.5275,0.7529,Exceptional,0
FIN_014735,41,571,59454,0.4656,8916,48,2,13,0,1,0.4793,0,1,149,Debt Consolidation,Business Owner,Southeast,0.15,185.75,0.0375,4151.29,1.0,1.0,0.2,0.38,0.6442,Very Poor,0
FIN_014736,21,399,50439,0.3014,37660,12,6,3,1,2,0.7447,1,0,184,Business,Employed,Midwest,0.7466,3138.33,0.7466,11350.72,0.5,0.3,0.4,0.84,0.567,Very Poor,0
FIN_014737,57,503,30390,0.279,15958,84,21,8,3,4,0.6256,1,0,96,Debt Consolidation,Employed,Southeast,0.5251,189.98,0.075,4452.28,0.25,0.8,0.8,0.94,0.5862,Very Poor,1
FIN_014738,33,489,43775,0.1408,13547,12,2,1,0,2,0.8118,0,0,28,Home Improvement,Employed,Northeast,0.3095,1128.92,0.3095,1907.42,1.0,0.1,0.4,0.15,0.6287,Very Poor,0
FIN_014739,41,845,83798,0.4782,2448,24,6,5,1,1,0.4179,0,0,25,Home Improvement,Employed,Southwest,0.0292,102.0,0.0146,1170.63,0.5,0.5,0.2,0.3025,0.6323,Exceptional,0
FIN_014740,66,593,97302,0.1847,7824,48,3,6,5,1,0.4993,0,0,30,Auto,Employed,Northeast,0.0804,163.0,0.0201,1445.09,0.1667,0.6,0.2,0.195,0.5258,Fair,0
FIN_014741,29,643,74377,0.1596,18008,60,1,12,1,0,0.5209,1,0,94,Auto,Business Owner,Southwest,0.2421,300.13,0.0484,2874.08,0.5,1.0,0.0,0.575,0.6712,Fair,0
FIN_014742,37,352,60089,0.3969,3914,12,4,5,1,1,0.4982,1,0,43,Business,Employed,Southwest,0.0651,326.17,0.0651,1553.47,0.5,0.5,0.2,0.5675,0.5103,Very Poor,0
FIN_014743,67,346,40930,0.0465,26839,36,2,5,1,0,0.4364,0,0,16,Business,Employed,Northeast,0.6557,745.53,0.2186,1248.01,0.5,0.5,0.0,0.12,0.5349,Very Poor,0
FIN_014744,41,721,32794,0.448,11566,60,0,10,0,1,0.7196,1,1,114,Auto,Employed,Northeast,0.3527,192.77,0.0705,5181.57,1.0,1.0,0.2,0.585,0.7083,Good,1
FIN_014745,51,764,46797,0.2293,8514,12,0,16,0,1,0.1595,0,0,65,Debt Consolidation,Self-Employed,Northeast,0.1819,709.5,0.1819,1952.26,1.0,1.0,0.2,0.1625,0.7707,Very Good,0
FIN_014746,59,728,54342,0.19,25932,84,0,9,1,1,0.5369,0,0,219,Home Improvement,Employed,Southwest,0.4772,308.71,0.0682,4927.08,0.5,0.9,0.2,0.3,0.6508,Good,0
FIN_014747,74,696,89934,0.4051,8621,36,4,19,0,0,0.2253,1,0,191,Medical,Self-Employed,Southwest,0.0959,239.47,0.032,3492.37,1.0,1.0,0.0,0.76,0.7858,Good,0
FIN_014748,42,493,33957,0.3816,29011,48,1,2,3,2,0.5052,0,0,232,Home Improvement,Employed,Midwest,0.8543,604.4,0.2136,11070.6,0.25,0.2,0.4,0.34,0.4791,Very Poor,1
FIN_014749,32,365,26722,0.4432,11467,36,4,7,1,1,0.3167,0,0,172,Debt Consolidation,Self-Employed,West,0.4291,318.53,0.143,5082.17,0.5,0.7,0.2,0.46,0.5054,Very Poor,0
FIN_014750,26,775,15161,0.3581,35980,12,3,15,2,1,0.1646,1,0,201,Debt Consolidation,Employed,Southwest,2.3732,2998.33,2.3732,12884.44,0.3333,1.0,0.2,0.72,0.6922,Very Good,0
FIN_014751,73,325,93619,0.1615,6024,60,4,17,2,1,0.5344,0,1,159,Home Improvement,Employed,Southwest,0.0643,100.4,0.0129,972.88,0.3333,1.0,0.2,0.46,0.5066,Very Poor,1
FIN_014752,36,398,45549,0.5364,11837,12,5,19,0,1,0.4342,1,0,86,Auto,Employed,Southwest,0.2599,986.42,0.2599,6349.37,1.0,1.0,0.2,0.715,0.6202,Very Poor,1
FIN_014753,46,775,19026,0.0776,6975,24,5,15,1,2,0.3361,0,0,44,Debt Consolidation,Employed,Southeast,0.3666,290.62,0.1833,541.26,0.5,1.0,0.4,0.31,0.717,Very Good,0
FIN_014754,25,381,34672,0.4583,21838,36,3,16,1,1,0.2473,1,0,3,Debt Consolidation,Employed,Southeast,0.6298,606.61,0.2099,10008.36,0.5,1.0,0.2,0.4275,0.5093,Very Poor,1
FIN_014755,29,697,31940,0.1357,9177,36,5,13,4,0,0.6628,0,0,100,Medical,Self-Employed,Midwest,0.2873,254.92,0.0958,1245.32,0.2,1.0,0.0,0.45,0.6033,Good,0
FIN_014756,66,692,35967,0.2288,19215,12,13,18,0,4,0.475,0,0,25,Debt Consolidation,Employed,Midwest,0.5342,1601.25,0.5342,4396.39,1.0,1.0,0.8,0.4625,0.7589,Good,0
FIN_014757,60,343,71158,0.0743,13767,84,20,11,1,2,0.3754,0,1,74,Medical,Employed,Southeast,0.1935,163.89,0.0276,1022.89,0.5,1.0,0.4,0.585,0.6027,Very Poor,0
FIN_014758,34,777,25899,0.2135,6829,24,2,13,2,1,0.4069,1,0,163,Medical,Employed,Southwest,0.2637,284.54,0.1318,1457.99,0.3333,1.0,0.2,0.68,0.6988,Very Good,0
FIN_014759,64,390,80784,0.345,12606,24,6,1,0,4,0.0857,0,0,67,Business,Retired,Midwest,0.156,525.25,0.078,4349.07,1.0,0.1,0.8,0.4075,0.654,Very Poor,1
FIN_014760,62,628,32509,0.1425,10121,36,2,19,1,1,0.1619,0,1,233,Debt Consolidation,Employed,Southeast,0.3113,281.14,0.1038,1442.24,0.5,1.0,0.2,0.38,0.6768,Fair,0
FIN_014761,50,713,30495,0.2281,6044,48,4,19,2,1,0.3207,0,0,167,Home Improvement,Employed,Midwest,0.1982,125.92,0.0496,1378.64,0.3333,1.0,0.2,0.46,0.6482,Good,0
FIN_014762,72,409,24365,0.3163,31154,36,5,17,0,1,0.5158,1,1,121,Business,Self-Employed,Southwest,1.2786,865.39,0.4262,9854.01,1.0,1.0,0.2,0.8,0.6837,Very Poor,0
FIN_014763,72,518,46043,0.3791,93424,84,2,18,0,2,0.5443,0,0,21,Medical,Business Owner,Southwest,2.0291,1112.19,0.2899,35417.04,1.0,1.0,0.4,0.1325,0.6035,Very Poor,1
FIN_014764,46,762,57747,0.1434,19820,60,2,16,2,1,0.4465,0,1,43,Debt Consolidation,Employed,Southwest,0.3432,330.33,0.0686,2842.19,0.3333,1.0,0.2,0.1875,0.6332,Very Good,0
FIN_014765,73,814,38138,0.1859,9667,24,1,18,2,3,0.23,1,0,75,Business,Employed,Midwest,0.2535,402.79,0.1267,1797.1,0.3333,1.0,0.6,0.5275,0.7136,Exceptional,0
FIN_014766,65,556,47131,0.3169,48239,24,0,8,0,2,0.5008,0,1,164,Home Improvement,Self-Employed,Southeast,1.0235,2009.96,0.5118,15286.94,1.0,0.8,0.4,0.3,0.6619,Very Poor,0
FIN_014767,49,492,41620,0.3114,15670,12,3,12,0,0,0.4072,0,1,167,Auto,Employed,Southwest,0.3765,1305.83,0.3765,4879.64,1.0,1.0,0.0,0.42,0.6681,Very Poor,0
FIN_014768,39,369,83088,0.3449,32224,48,1,8,0,1,0.1395,0,0,102,Business,Self-Employed,Southeast,0.3878,671.33,0.097,11114.06,1.0,0.8,0.2,0.295,0.6243,Very Poor,0
FIN_014769,67,758,42634,0.094,5378,24,8,11,1,0,0.1975,0,0,142,Auto,Self-Employed,Midwest,0.1261,224.08,0.0631,505.53,0.5,1.0,0.0,0.62,0.7673,Very Good,0
FIN_014770,28,681,50822,0.4646,10136,12,5,15,1,2,0.4561,0,0,55,Business,Employed,Southwest,0.1994,844.67,0.1994,4709.19,0.5,1.0,0.4,0.3375,0.5792,Good,1
FIN_014771,43,793,123993,0.1076,14190,24,0,8,4,1,0.9081,1,1,221,Home Improvement,Employed,Midwest,0.1144,591.25,0.0572,1526.84,0.2,0.8,0.2,0.6,0.6422,Very Good,0
FIN_014772,73,396,246771,0.471,18021,84,9,2,2,3,0.6797,1,0,124,Medical,Business Owner,West,0.073,214.54,0.0104,8487.89,0.3333,0.2,0.6,0.96,0.5147,Very Poor,1
FIN_014773,62,523,29811,0.2671,14337,84,2,5,3,1,0.2227,0,0,105,Debt Consolidation,Employed,Southeast,0.4809,170.68,0.0687,3829.41,0.25,0.5,0.2,0.3425,0.5469,Very Poor,1
FIN_014774,55,580,111830,0.2933,42642,84,0,19,3,1,0.6461,1,0,45,Debt Consolidation,Employed,Midwest,0.3813,507.64,0.0545,12506.9,0.25,1.0,0.2,0.4125,0.5286,Fair,0
FIN_014775,51,632,27336,0.3856,12366,60,21,17,1,3,0.4357,1,0,215,Home Improvement,Self-Employed,West,0.4524,206.1,0.0905,4768.33,0.5,1.0,0.6,1.0,0.6831,Fair,0
FIN_014776,73,704,75143,0.2611,22114,48,0,16,0,0,0.3998,0,0,144,Business,Employed,Midwest,0.2943,460.71,0.0736,5773.97,1.0,1.0,0.0,0.3,0.7382,Good,0
FIN_014777,55,795,142151,0.37,10082,24,10,10,2,2,0.2729,0,0,166,Business,Self-Employed,Midwest,0.0709,420.08,0.0355,3730.34,0.3333,1.0,0.4,0.7,0.6825,Very Good,0
FIN_014778,52,485,70670,0.4029,9302,24,11,12,1,0,0.507,1,0,10,Auto,Employed,Southeast,0.1316,387.58,0.0658,3747.78,0.5,1.0,0.0,0.725,0.5785,Very Poor,0
FIN_014779,25,337,48145,0.3328,52819,24,4,13,1,2,0.3906,0,1,23,Debt Consolidation,Employed,West,1.0971,2200.79,0.5485,17578.16,0.5,1.0,0.4,0.2175,0.4793,Very Poor,0
FIN_014780,36,787,15987,0.2828,3709,60,0,9,1,3,0.1985,0,0,77,Home Improvement,Retired,Northeast,0.232,61.82,0.0464,1048.91,0.5,0.9,0.6,0.1925,0.6661,Very Good,0
FIN_014781,37,805,34632,0.2034,15804,48,14,12,2,1,0.4891,0,0,178,Debt Consolidation,Employed,West,0.4563,329.25,0.1141,3214.53,0.3333,1.0,0.2,0.7,0.706,Exceptional,0
FIN_014782,52,788,33679,0.3987,19931,36,6,18,1,2,0.6565,0,0,231,Debt Consolidation,Employed,Southeast,0.5918,553.64,0.1973,7946.49,0.5,1.0,0.4,0.54,0.6438,Very Good,0
FIN_014783,58,356,32222,0.1328,7561,36,0,6,2,2,0.4115,1,0,67,Medical,Self-Employed,West,0.2347,210.03,0.0782,1004.1,0.3333,0.6,0.4,0.4675,0.5381,Very Poor,0
FIN_014784,52,811,49505,0.1189,13189,60,0,6,1,3,0.4079,1,1,115,Business,Employed,Midwest,0.2664,219.82,0.0533,1568.17,0.5,0.6,0.6,0.5875,0.7538,Exceptional,0
FIN_014785,72,547,57473,0.4313,82925,36,0,5,1,1,0.6505,1,0,195,Home Improvement,Business Owner,West,1.4429,2303.47,0.481,35765.55,0.5,0.5,0.2,0.6,0.5602,Very Poor,0
FIN_014786,40,403,15000,0.3315,10109,84,0,3,0,1,0.414,0,0,44,Debt Consolidation,Retired,West,0.6739,120.35,0.0963,3351.13,1.0,0.3,0.2,0.11,0.5845,Very Poor,0
FIN_014787,68,359,18181,0.1303,13038,12,5,8,0,1,0.8066,0,0,20,Medical,Retired,Midwest,0.7171,1086.5,0.7171,1698.85,1.0,0.8,0.2,0.25,0.601,Very Poor,1
FIN_014788,22,537,101039,0.5032,10392,60,13,8,0,0,0.3175,1,0,88,Medical,Employed,Northeast,0.1029,173.2,0.0206,5229.25,1.0,0.8,0.0,0.92,0.72,Very Poor,0
FIN_014789,40,670,39692,0.3175,14801,36,1,4,1,2,0.3813,1,1,75,Home Improvement,Employed,Midwest,0.3729,411.14,0.1243,4699.32,0.5,0.4,0.4,0.5275,0.6481,Good,0
FIN_014790,67,325,33721,0.2228,6862,84,6,8,3,1,0.2374,1,1,229,Business,Employed,Northeast,0.2035,81.69,0.0291,1528.85,0.25,0.8,0.2,0.84,0.5613,Very Poor,1
FIN_014791,38,692,59492,0.2247,20828,24,13,1,1,3,0.5221,1,0,192,Medical,Employed,Midwest,0.3501,867.83,0.175,4680.05,0.5,0.1,0.6,1.0,0.7359,Good,0
FIN_014792,21,409,100867,0.3758,10877,60,5,9,0,1,0.4381,0,0,193,Business,Employed,West,0.1078,181.28,0.0216,4087.58,1.0,0.9,0.2,0.5,0.6316,Very Poor,0
FIN_014793,49,691,17590,0.2178,40154,24,4,3,2,3,0.2135,1,0,64,Medical,Employed,Northeast,2.2828,1673.08,1.1414,8745.54,0.3333,0.3,0.6,0.62,0.6777,Good,0
FIN_014794,49,553,22972,0.0988,6470,48,5,8,1,2,0.5224,0,1,68,Debt Consolidation,Employed,Southeast,0.2816,134.79,0.0704,639.24,0.5,0.8,0.4,0.37,0.6237,Very Poor,1
FIN_014795,39,396,36121,0.2697,9072,60,3,16,2,1,0.3832,0,1,164,Medical,Employed,Southeast,0.2512,151.2,0.0502,2446.72,0.3333,1.0,0.2,0.42,0.5137,Very Poor,1
FIN_014796,64,837,108104,0.1025,16393,36,2,2,0,3,0.4231,1,0,138,Medical,Employed,West,0.1516,455.36,0.0505,1680.28,1.0,0.2,0.6,0.68,0.8795,Exceptional,0
FIN_014797,60,403,131983,0.2161,12262,24,2,9,3,2,0.7648,0,0,109,Business,Self-Employed,Southeast,0.0929,510.92,0.0465,2649.82,0.25,0.9,0.4,0.3525,0.4646,Very Poor,1
FIN_014798,26,795,50619,0.1213,9075,36,8,8,3,1,0.5637,0,0,172,Home Improvement,Employed,Southeast,0.1793,252.08,0.0598,1100.8,0.25,0.8,0.2,0.62,0.6869,Very Good,0
FIN_014799,64,513,62905,0.4119,3674,60,0,8,1,0,0.2271,0,1,88,Debt Consolidation,Employed,West,0.0584,61.23,0.0117,1513.32,0.5,0.8,0.0,0.22,0.5384,Very Poor,1
FIN_014800,59,412,33593,0.1444,3644,84,12,11,2,3,0.4014,0,1,15,Business,Employed,Northeast,0.1085,43.38,0.0155,526.19,0.3333,1.0,0.6,0.4375,0.5515,Very Poor,0
FIN_014801,70,611,46391,0.0904,16246,60,3,19,1,2,0.7534,0,0,87,Home Improvement,Employed,Midwest,0.3502,270.77,0.07,1468.64,0.5,1.0,0.4,0.3375,0.6183,Fair,0
FIN_014802,74,400,49403,0.3279,14244,12,2,4,2,3,0.6036,1,0,157,Business,Employed,Northeast,0.2883,1187.0,0.2883,4670.61,0.3333,0.4,0.6,0.68,0.5175,Very Poor,1
FIN_014803,66,383,24396,0.2072,54091,84,4,16,2,5,0.5217,1,1,55,Medical,Self-Employed,Southwest,2.2172,643.94,0.3167,11207.66,0.3333,1.0,1.0,0.5975,0.5375,Very Poor,0
FIN_014804,28,601,58707,0.5785,33486,84,0,15,3,1,0.7209,0,1,55,Home Improvement,Employed,West,0.5704,398.64,0.0815,19371.65,0.25,1.0,0.2,0.1375,0.416,Fair,1
FIN_014805,44,516,77631,0.4176,25444,84,1,16,0,0,0.6623,0,1,43,Home Improvement,Employed,Midwest,0.3278,302.9,0.0468,10625.41,1.0,1.0,0.0,0.1475,0.5836,Very Poor,1
FIN_014806,40,840,71994,0.4751,2539,12,7,15,0,2,0.3009,0,0,189,Home Improvement,Employed,Northeast,0.0353,211.58,0.0353,1206.28,1.0,1.0,0.4,0.58,0.7846,Exceptional,1
FIN_014807,74,391,27703,0.1351,44522,12,0,10,0,2,0.5028,1,1,149,Business,Employed,Midwest,1.6071,3710.17,1.6071,6014.92,1.0,1.0,0.4,0.6,0.6939,Very Poor,0
FIN_014808,34,751,33887,0.6358,2660,24,0,15,4,2,0.2404,0,0,55,Business,Employed,Southeast,0.0785,110.83,0.0392,1691.23,0.2,1.0,0.4,0.1375,0.4927,Very Good,1
FIN_014809,25,370,37280,0.5971,12766,24,0,18,2,1,0.2733,0,1,33,Business,Business Owner,Southeast,0.3424,531.92,0.1712,7622.58,0.3333,1.0,0.2,0.0825,0.383,Very Poor,1
FIN_014810,61,824,58500,0.2197,15597,60,13,13,0,5,0.2736,0,0,227,Debt Consolidation,Self-Employed,Southeast,0.2666,259.95,0.0533,3426.66,1.0,1.0,1.0,0.7,0.8635,Exceptional,0
FIN_014811,60,700,55731,0.2373,46820,12,18,6,1,2,0.3955,1,0,56,Medical,Business Owner,West,0.8401,3901.67,0.8401,11110.39,0.5,0.6,0.4,0.84,0.7242,Good,0
FIN_014812,54,380,98821,0.3783,12146,36,5,14,3,1,0.2427,0,0,108,Medical,Self-Employed,Southeast,0.1229,337.39,0.041,4594.83,0.25,1.0,0.2,0.47,0.4858,Very Poor,0
FIN_014813,36,399,54712,0.5641,18342,84,1,10,0,1,0.3504,1,0,178,Medical,Employed,West,0.3352,218.36,0.0479,10346.72,1.0,1.0,0.2,0.64,0.6108,Very Poor,0
FIN_014814,65,517,105290,0.2219,6682,48,3,18,6,0,0.4829,1,0,220,Home Improvement,Employed,Midwest,0.0635,139.21,0.0159,1482.74,0.1429,1.0,0.0,0.72,0.5653,Very Poor,0
FIN_014815,27,424,105413,0.4317,6805,12,1,12,0,1,0.4099,0,0,21,Business,Employed,West,0.0646,567.08,0.0646,2937.72,1.0,1.0,0.2,0.0925,0.5646,Very Poor,1
FIN_014816,36,500,34392,0.0518,14345,48,9,15,4,1,0.3157,0,0,25,Home Improvement,Business Owner,Southwest,0.4171,298.85,0.1043,743.07,0.2,1.0,0.2,0.4225,0.5853,Very Poor,1
FIN_014817,27,301,52196,0.2504,10248,84,6,1,2,1,0.367,1,1,36,Medical,Employed,Midwest,0.1963,122.0,0.028,2566.1,0.3333,0.1,0.2,0.63,0.5181,Very Poor,0
FIN_014818,47,319,43986,0.5542,78936,48,2,5,1,1,0.5863,1,0,116,Debt Consolidation,Employed,Midwest,1.7946,1644.5,0.4486,43746.33,0.5,0.5,0.2,0.67,0.4659,Very Poor,0
FIN_014819,34,479,68073,0.2119,71407,12,7,5,2,2,0.5772,0,1,133,Home Improvement,Employed,Northeast,1.049,5950.58,1.049,15131.14,0.3333,0.5,0.4,0.58,0.562,Very Poor,1
FIN_014820,34,708,67863,0.1484,33694,24,0,19,2,2,0.4736,1,0,190,Medical,Employed,West,0.4965,1403.92,0.2483,5000.19,0.3333,1.0,0.4,0.6,0.6721,Good,0
FIN_014821,64,361,67337,0.239,7017,60,2,12,3,0,0.4761,1,0,55,Auto,Employed,Midwest,0.1042,116.95,0.0208,1677.06,0.25,1.0,0.0,0.5175,0.4977,Very Poor,0
FIN_014822,53,572,47444,0.1377,11663,48,5,10,0,2,0.5582,0,0,197,Debt Consolidation,Business Owner,Midwest,0.2458,242.98,0.0615,1606.0,1.0,1.0,0.4,0.5,0.7366,Very Poor,0
FIN_014823,53,309,53523,0.1562,22604,24,7,15,1,0,0.4312,0,0,221,Debt Consolidation,Self-Employed,West,0.4223,941.83,0.2112,3530.74,0.5,1.0,0.0,0.58,0.5639,Very Poor,0
FIN_014824,64,839,144663,0.2012,5302,60,0,15,0,1,0.4215,1,1,22,Business,Employed,Northeast,0.0367,88.37,0.0073,1066.76,1.0,1.0,0.2,0.355,0.8069,Exceptional,0
FIN_014825,40,759,37981,0.2397,6634,36,2,13,1,1,0.4542,0,1,62,Business,Employed,Midwest,0.1747,184.28,0.0582,1590.17,0.5,1.0,0.2,0.235,0.6478,Very Good,0
FIN_014826,73,360,36780,0.0839,13906,60,3,17,1,3,0.4125,1,1,168,Medical,Employed,Midwest,0.3781,231.77,0.0756,1166.71,0.5,1.0,0.6,0.72,0.6228,Very Poor,0
FIN_014827,67,357,32072,0.1016,24414,36,2,3,1,1,0.6076,1,1,236,Home Improvement,Employed,Southwest,0.7612,678.17,0.2537,2480.46,0.5,0.3,0.2,0.68,0.5918,Very Poor,0
FIN_014828,56,599,72410,0.1155,16262,84,0,19,0,3,0.4552,0,0,51,Home Improvement,Employed,Southeast,0.2246,193.6,0.0321,1878.26,1.0,1.0,0.6,0.1275,0.7061,Fair,0
FIN_014829,27,796,62986,0.3986,3849,60,1,19,0,1,0.4229,1,1,135,Medical,Employed,Southeast,0.0611,64.15,0.0122,1534.21,1.0,1.0,0.2,0.64,0.785,Very Good,0
FIN_014830,52,638,51532,0.3914,4201,12,4,15,1,2,0.2126,1,0,150,Debt Consolidation,Employed,Northeast,0.0815,350.08,0.0815,1644.27,0.5,1.0,0.4,0.76,0.6701,Fair,0
FIN_014831,68,551,36313,0.1955,5722,12,6,11,3,0,0.2358,0,1,189,Auto,Business Owner,West,0.1576,476.83,0.1576,1118.65,0.25,1.0,0.0,0.54,0.603,Very Poor,0
FIN_014832,23,706,57117,0.1357,9932,60,3,1,1,1,0.3356,1,1,210,Medical,Employed,Northeast,0.1739,165.53,0.0348,1347.77,0.5,0.1,0.2,0.72,0.7397,Good,0
FIN_014833,59,555,69357,0.1249,4356,36,0,8,2,0,0.3345,0,1,184,Auto,Business Owner,West,0.0628,121.0,0.0209,544.06,0.3333,0.8,0.0,0.3,0.5929,Very Poor,0
FIN_014834,49,680,26177,0.1204,37426,60,0,4,4,1,0.5665,1,1,181,Business,Employed,Southwest,1.4297,623.77,0.2859,4506.09,0.2,0.4,0.2,0.6,0.6332,Good,0
FIN_014835,44,444,71167,0.2351,16906,84,2,6,2,3,0.4626,0,1,22,Debt Consolidation,Employed,Southeast,0.2376,201.26,0.0339,3974.6,0.3333,0.6,0.6,0.135,0.4886,Very Poor,0
FIN_014836,42,640,23342,0.0321,18908,12,3,5,1,1,0.1216,0,0,90,Business,Self-Employed,Southeast,0.81,1575.67,0.81,606.95,0.5,0.5,0.2,0.345,0.7074,Fair,1
FIN_014837,26,702,155237,0.4748,16262,48,8,17,2,2,0.1951,1,0,225,Auto,Employed,Southeast,0.1048,338.79,0.0262,7721.2,0.3333,1.0,0.4,0.92,0.6642,Good,0
FIN_014838,68,587,45063,0.2783,8845,48,0,18,1,4,0.6002,0,1,118,Debt Consolidation,Employed,Northeast,0.1963,184.27,0.0491,2461.56,0.5,1.0,0.8,0.295,0.5718,Fair,0
FIN_014839,44,513,106918,0.2539,14140,36,7,1,1,1,0.3271,0,1,79,Business,Employed,Midwest,0.1323,392.78,0.0441,3590.15,0.5,0.1,0.2,0.4775,0.6065,Very Poor,1
FIN_014840,60,831,47237,0.384,15539,48,3,11,1,2,0.4826,0,1,173,Medical,Employed,West,0.329,323.73,0.0822,5966.98,0.5,1.0,0.4,0.42,0.662,Exceptional,0
FIN_014841,43,847,108278,0.3022,7537,48,5,8,1,0,0.419,0,1,112,Medical,Employed,Northeast,0.0696,157.02,0.0174,2277.68,0.5,0.8,0.0,0.48,0.7035,Exceptional,0
FIN_014842,74,510,123289,0.3299,17434,24,7,15,1,5,0.4883,1,1,48,Home Improvement,Employed,West,0.1414,726.42,0.0707,5751.48,0.5,1.0,1.0,0.7,0.6037,Very Poor,0
FIN_014843,58,470,65954,0.1071,7845,60,9,15,1,2,0.2717,0,1,90,Auto,Employed,Northeast,0.1189,130.75,0.0238,840.2,0.5,1.0,0.4,0.585,0.6497,Very Poor,0
FIN_014844,30,837,28714,0.217,15539,36,0,3,2,1,0.4104,0,1,3,Home Improvement,Employed,Southwest,0.5412,431.64,0.1804,3371.96,0.3333,0.3,0.2,0.0075,0.6179,Exceptional,0
FIN_014845,36,562,29836,0.191,8733,60,2,2,0,0,0.2443,0,0,211,Home Improvement,Self-Employed,Southwest,0.2927,145.55,0.0585,1668.0,1.0,0.2,0.0,0.38,0.7332,Very Poor,0
FIN_014846,31,689,60071,0.2291,20632,24,14,19,2,1,0.8647,1,1,26,Medical,Self-Employed,Southeast,0.3435,859.67,0.1717,4726.79,0.3333,1.0,0.2,0.765,0.6308,Good,0
FIN_014847,52,720,52847,0.4749,6956,36,1,8,1,1,0.5681,0,0,225,Auto,Self-Employed,Southwest,0.1316,193.22,0.0439,3303.4,0.5,0.8,0.2,0.34,0.5796,Good,0
FIN_014848,65,361,85468,0.0842,7254,48,4,16,3,2,0.2573,0,1,142,Debt Consolidation,Business Owner,West,0.0849,151.12,0.0212,610.79,0.25,1.0,0.4,0.46,0.5496,Very Poor,0
FIN_014849,26,385,45463,0.1583,6158,12,0,12,3,2,0.586,0,0,209,Home Improvement,Employed,Midwest,0.1355,513.17,0.1355,974.81,0.25,1.0,0.4,0.3,0.4827,Very Poor,1
FIN_014850,44,790,64573,0.0369,11103,60,2,7,0,3,0.4544,0,0,232,Debt Consolidation,Employed,West,0.1719,185.05,0.0344,409.7,1.0,0.7,0.6,0.38,0.8312,Very Good,0
FIN_014851,53,359,49541,0.2491,20300,12,0,16,1,2,0.1066,1,0,169,Home Improvement,Employed,Southeast,0.4098,1691.67,0.4098,5056.73,0.5,1.0,0.4,0.6,0.5938,Very Poor,1
FIN_014852,73,776,63415,0.1839,12233,24,0,9,1,3,0.7186,0,0,235,Business,Employed,West,0.1929,509.71,0.0965,2249.65,0.5,0.9,0.6,0.3,0.651,Very Good,0
FIN_014853,71,619,60423,0.1377,4488,60,0,6,1,2,0.3521,1,1,213,Auto,Employed,Midwest,0.0743,74.8,0.0149,618.0,0.5,0.6,0.4,0.6,0.6888,Fair,0
FIN_014854,32,351,79279,0.2012,25168,60,3,13,0,3,0.4373,0,1,214,Home Improvement,Employed,Southeast,0.3175,419.47,0.0635,5063.8,1.0,1.0,0.6,0.42,0.6429,Very Poor,0
FIN_014855,47,376,61964,0.4031,4393,12,17,2,0,2,0.5762,0,1,47,Medical,Self-Employed,Northeast,0.0709,366.08,0.0709,1770.82,1.0,0.2,0.4,0.5175,0.6019,Very Poor,0
FIN_014856,58,418,115295,0.1131,24436,24,5,19,0,2,0.3856,1,1,96,Business,Employed,Midwest,0.2119,1018.17,0.106,2763.71,1.0,1.0,0.4,0.74,0.7417,Very Poor,0
FIN_014857,38,481,159315,0.0804,10747,48,10,5,2,3,0.6366,0,1,232,Home Improvement,Employed,Northeast,0.0675,223.9,0.0169,864.06,0.3333,0.5,0.6,0.7,0.6077,Very Poor,0
FIN_014858,65,805,94408,0.6405,118943,84,2,11,1,1,0.5263,0,0,10,Medical,Employed,Southeast,1.2599,1415.99,0.18,76182.99,0.5,1.0,0.2,0.105,0.5371,Exceptional,0
FIN_014859,59,452,47212,0.4045,40149,12,0,5,1,2,0.3688,0,0,76,Business,Self-Employed,Southeast,0.8504,3345.75,0.8504,16240.27,0.5,0.5,0.4,0.19,0.5,Very Poor,0
FIN_014860,33,317,82079,0.0817,10423,12,0,16,0,1,0.316,1,1,79,Auto,Self-Employed,Southwest,0.127,868.58,0.127,851.56,1.0,1.0,0.2,0.4975,0.6845,Very Poor,0
FIN_014861,73,363,78636,0.0188,11933,60,0,14,5,5,0.7249,1,1,5,Medical,Self-Employed,Northeast,0.1517,198.88,0.0303,224.34,0.1667,1.0,1.0,0.3125,0.4811,Very Poor,1
FIN_014862,60,796,33745,0.2536,4165,12,16,17,0,2,0.4773,0,0,111,Business,Business Owner,Midwest,0.1234,347.08,0.1234,1056.24,1.0,1.0,0.4,0.6775,0.8214,Very Good,0
FIN_014863,50,378,158949,0.1595,34144,48,4,4,0,1,0.7749,1,0,52,Debt Consolidation,Self-Employed,Southwest,0.2148,711.33,0.0537,5445.97,1.0,0.4,0.2,0.59,0.6545,Very Poor,0
